Contract A,Contract B,Similarity,Size A,Size B
AdminUpgradableProxy_0x81d4.sol,TransparentUpgradeableProxy_0x1c47.sol,84.89,19096,28908
ERC1967Proxy_0xb007.sol,ERC1967Proxy_0x2222.sol,84.83,26631,23429
ERC1967Proxy_0xb773.sol,ERC1967Proxy_0x2222.sol,84.83,26631,23429
ERC1967Proxy_0xebf6.sol,ERC1967Proxy_0x2222.sol,84.83,26631,23429
ERC1967Proxy_0xee7a.sol,ERC1967Proxy_0x2222.sol,84.83,26631,23429
UUPSProxy_0x031d.sol,ERC1967Proxy_0xb773.sol,84.73,24331,26631
UUPSProxy_0x031d.sol,ERC1967Proxy_0xee7a.sol,84.73,24331,26631
UUPSProxy_0x031d.sol,ERC1967Proxy_0xebf6.sol,84.73,24331,26631
UUPSProxy_0x031d.sol,ERC1967Proxy_0xb007.sol,84.73,24331,26631
TGCToken_0x25b4.sol,NipponIdolToken_0x8ca3.sol,84.53,23522,21388
MUSD_0xdd46.sol,ZtakingPool_0xf047.sol,84.38,87500,100918
TransparentUpgradeableProxy_0x02b8.sol,AdminUpgradableProxy_0x81d4.sol,84.32,29086,19096
ERC1967Proxy_0xb007.sol,ERC1967Proxy_0xf4e1.sol,84.31,26631,23725
ERC1967Proxy_0xb773.sol,ERC1967Proxy_0x58d9.sol,84.31,26631,23725
ERC1967Proxy_0xb007.sol,ERC1967Proxy_0x7714.sol,84.31,26631,23309
ERC1967Proxy_0xb773.sol,ERC1967Proxy_0x7714.sol,84.31,26631,23309
ERC1967Proxy_0xebf6.sol,ERC1967Proxy_0xf4e1.sol,84.31,26631,23725
ERC1967Proxy_0xee7a.sol,ERC1967Proxy_0xf4e1.sol,84.31,26631,23725
ERC1967Proxy_0xee7a.sol,ERC1967Proxy_0x7714.sol,84.31,26631,23309
ERC1967Proxy_0xb773.sol,ERC1967Proxy_0xf4e1.sol,84.31,26631,23725
ERC1967Proxy_0x58d9.sol,ERC1967Proxy_0xebf6.sol,84.31,23725,26631
ERC1967Proxy_0x58d9.sol,ERC1967Proxy_0xee7a.sol,84.31,23725,26631
ERC1967Proxy_0x58d9.sol,ERC1967Proxy_0xb007.sol,84.31,23725,26631
ERC1967Proxy_0xebf6.sol,ERC1967Proxy_0x7714.sol,84.31,26631,23309
InfinexERC2771Forwarder_0x884d.sol,AltLayerToken_0x8457.sol,84.17,69615,90352
Token_0x21f5.sol,SimpleToken_0x4d22.sol,84.14,14606,16736
AethirToken_0xbe0e.sol,MUSD_0xdd46.sol,84.09,96318,87500
TransparentUpgradeableProxy_0x3328.sol,TransparentUpgradeableProxy_0xf668.sol,83.93,44163,40127
TransparentUpgradeableProxy_0x238a.sol,ERC1967Proxy_0x46ea.sol,83.93,44163,40127
TransparentUpgradeableProxy_0xf668.sol,TransparentUpgradeableProxy_0xbca3.sol,83.93,40127,44163
ERC1967Proxy_0xadf7.sol,ERC1967Proxy_0xfaf1.sol,83.93,44163,40127
TransparentUpgradeableProxy_0x238a.sol,ERC1967Proxy_0xfaf1.sol,83.93,44163,40127
TransparentUpgradeableProxy_0x3328.sol,ERC1967Proxy_0xfaf1.sol,83.93,44163,40127
TransparentUpgradeableProxy_0x3328.sol,ERC1967Proxy_0x46ea.sol,83.93,44163,40127
ERC1967Proxy_0xc2f2.sol,TransparentUpgradeableProxy_0x1d68.sol,83.93,21946,43091
ERC1967Proxy_0xadf7.sol,ERC1967Proxy_0x46ea.sol,83.93,44163,40127
ERC1967Proxy_0xadf7.sol,TransparentUpgradeableProxy_0xf668.sol,83.93,44163,40127
TransparentUpgradeableProxy_0x1a9d.sol,ERC1967Proxy_0xfaf1.sol,83.93,44163,40127
TransparentUpgradeableProxy_0x1a9d.sol,ERC1967Proxy_0x46ea.sol,83.93,44163,40127
ERC1967Proxy_0xfaf1.sol,TransparentUpgradeableProxy_0xbca3.sol,83.93,40127,44163
ERC1967Proxy_0x46ea.sol,TransparentUpgradeableProxy_0xbca3.sol,83.93,40127,44163
TransparentUpgradeableProxy_0x1a9d.sol,TransparentUpgradeableProxy_0xf668.sol,83.93,44163,40127
TransparentUpgradeableProxy_0x238a.sol,TransparentUpgradeableProxy_0xf668.sol,83.93,44163,40127
BioToken_0xcb15.sol,FetchToken_0xaea4.sol,83.72,72228,42471
EthcoinProxy_0xe957.sol,TransparentUpgradeableProxy_0x3d90.sol,83.38,22502,35060
ERC1967Proxy_0x3ef3.sol,EthcoinProxy_0xe957.sol,83.34,24631,22502
PProxy_0x4c17.sol,TransparentUpgradeableProxy_0x3d90.sol,83.33,22504,35060
TransparentUpgradeableProxy_0x2e51.sol,EthcoinProxy_0xe957.sol,83.31,35097,22502
TransparentUpgradeableProxy_0x8be3.sol,EthcoinProxy_0xe957.sol,83.31,35070,22502
EthcoinProxy_0xe957.sol,TransparentUpgradeableProxy_0xec53.sol,83.31,22502,35070
TransparentUpgradeableProxy_0xa129.sol,EthcoinProxy_0xe957.sol,83.31,35070,22502
TransparentUpgradeableProxy_0x18cc.sol,EthcoinProxy_0xe957.sol,83.31,35097,22502
TransparentUpgradeableProxy_0x0366.sol,EthcoinProxy_0xe957.sol,83.31,35070,22502
EthcoinProxy_0xe957.sol,TransparentUpgradeableProxy_0x7598.sol,83.31,22502,35070
TransparentUpgradeableProxy_0x18cc.sol,PProxy_0x4c17.sol,83.28,35097,22504
TransparentUpgradeableProxy_0x2e51.sol,PProxy_0x4c17.sol,83.28,35097,22504
TransparentUpgradeableProxy_0x0366.sol,PProxy_0x4c17.sol,83.28,35070,22504
PProxy_0x4c17.sol,TransparentUpgradeableProxy_0xec53.sol,83.28,22504,35070
TransparentUpgradeableProxy_0x8be3.sol,PProxy_0x4c17.sol,83.28,35070,22504
TransparentUpgradeableProxy_0x7598.sol,PProxy_0x4c17.sol,83.28,35070,22504
TransparentUpgradeableProxy_0xa129.sol,PProxy_0x4c17.sol,83.28,35070,22504
ERC1967Proxy_0x3ef3.sol,PProxy_0x4c17.sol,83.25,24631,22504
ERC1967Proxy_0x4fef.sol,ERC1967Proxy_0x3ef3.sol,83.18,22127,24631
ERC1967Proxy_0x3ef3.sol,ERC1967Proxy_0x8e02.sol,83.18,24631,22205
LRC_v2_0xbbbb.sol,OrbsToken_0xff56.sol,83.12,10073,11971
ERC1967Proxy_0x3ef3.sol,ERC1967Proxy_0xc2f2.sol,83.09,24631,21946
SynFuturesToken_0x6e15.sol,PolygonEcosystemToken_0x455e.sol,83.05,67820,103575
Token_0x21f5.sol,Turbo_0xa359.sol,83.0,14606,21588
TransparentUpgradeableProxy_0x18cc.sol,ERC1967Proxy_0xc2f2.sol,82.98,35097,21946
ERC1967Proxy_0xc2f2.sol,TransparentUpgradeableProxy_0x7598.sol,82.98,21946,35070
TransparentUpgradeableProxy_0xa129.sol,ERC1967Proxy_0xc2f2.sol,82.98,35070,21946
TransparentUpgradeableProxy_0x0366.sol,ERC1967Proxy_0xc2f2.sol,82.98,35070,21946
ERC1967Proxy_0xc2f2.sol,TransparentUpgradeableProxy_0xec53.sol,82.98,21946,35070
TransparentUpgradeableProxy_0x8be3.sol,ERC1967Proxy_0xc2f2.sol,82.98,35070,21946
TransparentUpgradeableProxy_0x2e51.sol,ERC1967Proxy_0xc2f2.sol,82.98,35097,21946
ERC1967Proxy_0xc2f2.sol,TransparentUpgradeableProxy_0x3d90.sol,82.96,21946,35060
LinkToken_0x5149.sol,LRC_v2_0xbbbb.sol,82.96,8808,10073
AdminUpgradableProxy_0x81d4.sol,ERC1967Proxy_0x604d.sol,82.88,19096,23612
AdminUpgradableProxy_0x81d4.sol,ERC1967Proxy_0x5ccb.sol,82.88,19096,23612
ERC1967Proxy_0x4fef.sol,TransparentUpgradeableProxy_0x3d90.sol,82.88,22127,35060
ERC1967Proxy_0x8e02.sol,TransparentUpgradeableProxy_0x3d90.sol,82.88,22205,35060
ERC1967Proxy_0x4fef.sol,TransparentUpgradeableProxy_0x18cc.sol,82.87,22127,35097
TransparentUpgradeableProxy_0x8be3.sol,ERC1967Proxy_0x8e02.sol,82.87,35070,22205
ERC1967Proxy_0x4fef.sol,TransparentUpgradeableProxy_0x2e51.sol,82.87,22127,35097
TransparentUpgradeableProxy_0x0366.sol,ERC1967Proxy_0x8e02.sol,82.87,35070,22205
ERC1967Proxy_0x4fef.sol,TransparentUpgradeableProxy_0x7598.sol,82.87,22127,35070
TransparentUpgradeableProxy_0xa129.sol,ERC1967Proxy_0x8e02.sol,82.87,35070,22205
ERC1967Proxy_0x4fef.sol,TransparentUpgradeableProxy_0xa129.sol,82.87,22127,35070
TransparentUpgradeableProxy_0x2e51.sol,ERC1967Proxy_0x8e02.sol,82.87,35097,22205
ERC1967Proxy_0x4fef.sol,TransparentUpgradeableProxy_0x8be3.sol,82.87,22127,35070
TransparentUpgradeableProxy_0x18cc.sol,ERC1967Proxy_0x8e02.sol,82.87,35097,22205
ERC1967Proxy_0x8e02.sol,TransparentUpgradeableProxy_0xec53.sol,82.87,22205,35070
ERC1967Proxy_0x8e02.sol,TransparentUpgradeableProxy_0x7598.sol,82.87,22205,35070
ERC1967Proxy_0x4fef.sol,TransparentUpgradeableProxy_0x0366.sol,82.87,22127,35070
ERC1967Proxy_0x4fef.sol,TransparentUpgradeableProxy_0xec53.sol,82.87,22127,35070
TransparentUpgradeableProxy_0xf668.sol,ERC1967Proxy_0x9ccc.sol,82.77,40127,22647
ERC1967Proxy_0x9ccc.sol,ERC1967Proxy_0xfaf1.sol,82.77,22647,40127
ERC1967Proxy_0x46ea.sol,ERC1967Proxy_0x9ccc.sol,82.77,40127,22647
ERC1967Proxy_0x328f.sol,TransparentUpgradeableProxy_0xbca3.sol,82.73,40825,44163
TransparentUpgradeableProxy_0x3328.sol,ERC1967Proxy_0x511c.sol,82.73,44163,40825
ERC1967Proxy_0x328f.sol,TransparentUpgradeableProxy_0x3328.sol,82.73,40825,44163
ERC1967Proxy_0x511c.sol,TransparentUpgradeableProxy_0xbca3.sol,82.73,40825,44163
ERC1967Proxy_0x328f.sol,TransparentUpgradeableProxy_0x238a.sol,82.73,40825,44163
ERC1967Proxy_0xadf7.sol,ERC1967Proxy_0x328f.sol,82.73,44163,40825
ERC1967Proxy_0x511c.sol,TransparentUpgradeableProxy_0x238a.sol,82.73,40825,44163
ERC1967Proxy_0x328f.sol,TransparentUpgradeableProxy_0x1a9d.sol,82.73,40825,44163
ERC1967Proxy_0x511c.sol,TransparentUpgradeableProxy_0x1a9d.sol,82.73,40825,44163
ERC1967Proxy_0xadf7.sol,ERC1967Proxy_0x511c.sol,82.73,44163,40825
AdminUpgradableProxy_0x81d4.sol,ERC1967Proxy_0x3ef3.sol,82.72,19096,24631
FreaksMutation_0x041e.sol,FF_0xfa1c.sol,82.63,195718,150922
SynFuturesToken_0x6e15.sol,ZtakingPool_0xf047.sol,82.63,67820,100918
ERC1967Proxy_0xebf6.sol,VaultProxy_0x0e60.sol,82.57,26631,25499
ERC1967Proxy_0xb773.sol,VaultProxy_0x0e60.sol,82.57,26631,25499
ERC1967Proxy_0xb007.sol,VaultProxy_0x0e60.sol,82.57,26631,25499
ERC1967Proxy_0xee7a.sol,VaultProxy_0x0e60.sol,82.57,26631,25499
BioToken_0xcb15.sol,BeamToken_0x62d0.sol,82.5,72228,86944
ENA_0x57e1.sol,PolygonEcosystemToken_0x455e.sol,82.45,76453,103575
PepeToken_0x6982.sol,Token_0x21f5.sol,82.35,20169,14606
ENA_0x57e1.sol,ZtakingPool_0xf047.sol,82.27,76453,100918
EthcoinProxy_0xe957.sol,ERC1967Proxy_0x5ccb.sol,82.23,22502,23612
EthcoinProxy_0xe957.sol,ERC1967Proxy_0x604d.sol,82.23,22502,23612
ERC1967Proxy_0x5ccb.sol,PProxy_0x4c17.sol,82.14,23612,22504
PProxy_0x4c17.sol,ERC1967Proxy_0x604d.sol,82.14,22504,23612
ZamaERC20_0xa12c.sol,FreaksMutation_0x041e.sol,82.14,203390,195718
InfinexERC2771Forwarder_0x884d.sol,SynFuturesToken_0x6e15.sol,82.1,69615,67820
ERC1967Proxy_0xb773.sol,TransparentUpgradeableProxy_0xb3fa.sol,82.06,26631,36734
TransparentUpgradeableProxy_0xb3fa.sol,ERC1967Proxy_0xb007.sol,82.06,36734,26631
TransparentUpgradeableProxy_0xb3fa.sol,ERC1967Proxy_0xee7a.sol,82.06,36734,26631
TransparentUpgradeableProxy_0xb3fa.sol,ERC1967Proxy_0xebf6.sol,82.06,36734,26631
ERC1967Proxy_0x4fef.sol,ERC1967Proxy_0x5ccb.sol,82.01,22127,23612
ERC1967Proxy_0x4fef.sol,ERC1967Proxy_0x604d.sol,82.01,22127,23612
TransparentUpgradeableProxy_0x33b4.sol,ERC1967Proxy_0xebf6.sol,82.01,36593,26631
TransparentUpgradeableProxy_0x33b4.sol,ERC1967Proxy_0xee7a.sol,82.01,36593,26631
TransparentUpgradeableProxy_0x33b4.sol,ERC1967Proxy_0xb007.sol,82.01,36593,26631
ERC1967Proxy_0x8e02.sol,ERC1967Proxy_0x604d.sol,82.01,22205,23612
TransparentUpgradeableProxy_0x33b4.sol,ERC1967Proxy_0xb773.sol,82.01,36593,26631
ERC1967Proxy_0x8e02.sol,ERC1967Proxy_0x5ccb.sol,82.01,22205,23612
ERC1967Proxy_0xb773.sol,TransparentUpgradeableProxy_0x3302.sol,81.96,26631,36317
ERC1967Proxy_0xb007.sol,TransparentUpgradeableProxy_0x3302.sol,81.96,26631,36317
ERC1967Proxy_0xebf6.sol,TransparentUpgradeableProxy_0x3302.sol,81.96,26631,36317
ERC1967Proxy_0xee7a.sol,TransparentUpgradeableProxy_0x3302.sol,81.96,26631,36317
AdminUpgradableProxy_0x81d4.sol,TransparentUpgradeableProxy_0x6874.sol,81.94,19096,35765
AdminUpgradableProxy_0x81d4.sol,TransparentUpgradeableProxy_0x43de.sol,81.94,19096,35765
FixedToken_0xd441.sol,Token_0x21f5.sol,81.8,17919,14606
ERC1967Proxy_0xc2f2.sol,ERC1967Proxy_0x604d.sol,81.75,21946,23612
ERC1967Proxy_0xc2f2.sol,ERC1967Proxy_0x5ccb.sol,81.75,21946,23612
TransparentUpgradeableProxy_0xb3fa.sol,TransparentUpgradeableProxy_0x3d90.sol,81.69,36734,35060
AdminUpgradableProxy_0x81d4.sol,ERC1967Proxy_0x5c7b.sol,81.69,19096,38428
AdminUpgradableProxy_0x81d4.sol,ERC1967Proxy_0x6e2a.sol,81.69,19096,38428
TransparentUpgradeableProxy_0xb3fa.sol,TransparentUpgradeableProxy_0x18cc.sol,81.67,36734,35097
TransparentUpgradeableProxy_0xb3fa.sol,TransparentUpgradeableProxy_0xec53.sol,81.67,36734,35070
TransparentUpgradeableProxy_0xb3fa.sol,TransparentUpgradeableProxy_0xa129.sol,81.67,36734,35070
TransparentUpgradeableProxy_0xb3fa.sol,TransparentUpgradeableProxy_0x8be3.sol,81.67,36734,35070
TransparentUpgradeableProxy_0xb3fa.sol,TransparentUpgradeableProxy_0x0366.sol,81.67,36734,35070
TransparentUpgradeableProxy_0xb3fa.sol,TransparentUpgradeableProxy_0x2e51.sol,81.67,36734,35097
TransparentUpgradeableProxy_0xb3fa.sol,TransparentUpgradeableProxy_0x7598.sol,81.67,36734,35070
TGCToken_0x25b4.sol,SimpleToken_0x4d22.sol,81.61,23522,16736
TransparentUpgradeableProxy_0x33b4.sol,TransparentUpgradeableProxy_0x1a9d.sol,81.6,36593,44163
TransparentUpgradeableProxy_0x33b4.sol,TransparentUpgradeableProxy_0x3328.sol,81.6,36593,44163
TransparentUpgradeableProxy_0x33b4.sol,TransparentUpgradeableProxy_0xbca3.sol,81.6,36593,44163
TransparentUpgradeableProxy_0x33b4.sol,TransparentUpgradeableProxy_0x238a.sol,81.6,36593,44163
TransparentUpgradeableProxy_0x33b4.sol,ERC1967Proxy_0xadf7.sol,81.6,36593,44163
ERC1967Proxy_0x5c7b.sol,TransparentUpgradeableProxy_0xf668.sol,81.54,38428,40127
ERC1967Proxy_0x6e2a.sol,TransparentUpgradeableProxy_0xf668.sol,81.54,38428,40127
ERC1967Proxy_0x6e2a.sol,ERC1967Proxy_0x46ea.sol,81.54,38428,40127
ERC1967Proxy_0x6e2a.sol,ERC1967Proxy_0xfaf1.sol,81.54,38428,40127
ERC1967Proxy_0x5c7b.sol,ERC1967Proxy_0xfaf1.sol,81.54,38428,40127
ERC1967Proxy_0x5c7b.sol,ERC1967Proxy_0x46ea.sol,81.54,38428,40127
TransparentUpgradeableProxy_0x33b4.sol,TransparentUpgradeableProxy_0x3d90.sol,81.54,36593,35060
TransparentUpgradeableProxy_0x33b4.sol,TransparentUpgradeableProxy_0xec53.sol,81.52,36593,35070
TransparentUpgradeableProxy_0x33b4.sol,TransparentUpgradeableProxy_0x18cc.sol,81.52,36593,35097
TransparentUpgradeableProxy_0x33b4.sol,TransparentUpgradeableProxy_0xa129.sol,81.52,36593,35070
TransparentUpgradeableProxy_0x33b4.sol,TransparentUpgradeableProxy_0x7598.sol,81.52,36593,35070
TransparentUpgradeableProxy_0x33b4.sol,TransparentUpgradeableProxy_0x2e51.sol,81.52,36593,35097
TransparentUpgradeableProxy_0x33b4.sol,TransparentUpgradeableProxy_0x0366.sol,81.52,36593,35070
TransparentUpgradeableProxy_0x33b4.sol,TransparentUpgradeableProxy_0x8be3.sol,81.52,36593,35070
TransparentUpgradeableProxy_0x3302.sol,TransparentUpgradeableProxy_0x3d90.sol,81.51,36317,35060
TransparentUpgradeableProxy_0x0366.sol,TransparentUpgradeableProxy_0x3302.sol,81.49,35070,36317
TransparentUpgradeableProxy_0x3302.sol,TransparentUpgradeableProxy_0x18cc.sol,81.49,36317,35097
TransparentUpgradeableProxy_0x3302.sol,TransparentUpgradeableProxy_0xa129.sol,81.49,36317,35070
TransparentUpgradeableProxy_0x8be3.sol,TransparentUpgradeableProxy_0x3302.sol,81.49,35070,36317
TransparentUpgradeableProxy_0x2e51.sol,TransparentUpgradeableProxy_0x3302.sol,81.49,35097,36317
TransparentUpgradeableProxy_0x3302.sol,TransparentUpgradeableProxy_0x7598.sol,81.49,36317,35070
TransparentUpgradeableProxy_0x3302.sol,TransparentUpgradeableProxy_0xec53.sol,81.49,36317,35070
InfinexERC2771Forwarder_0x884d.sol,ZtakingPool_0xf047.sol,81.36,69615,100918
TransparentUpgradeableProxy_0xb3fa.sol,TransparentUpgradeableProxy_0x1a9d.sol,81.31,36734,44163
TransparentUpgradeableProxy_0xb3fa.sol,TransparentUpgradeableProxy_0xbca3.sol,81.31,36734,44163
TransparentUpgradeableProxy_0xb3fa.sol,TransparentUpgradeableProxy_0x3328.sol,81.31,36734,44163
UUPSProxy_0x031d.sol,TransparentUpgradeableProxy_0x3d90.sol,81.31,24331,35060
TransparentUpgradeableProxy_0xb3fa.sol,ERC1967Proxy_0xadf7.sol,81.31,36734,44163
TransparentUpgradeableProxy_0xb3fa.sol,TransparentUpgradeableProxy_0x238a.sol,81.31,36734,44163
TransparentUpgradeableProxy_0x2e51.sol,ERC1967Proxy_0x9ccc.sol,81.3,35097,22647
TransparentUpgradeableProxy_0x7598.sol,ERC1967Proxy_0x9ccc.sol,81.3,35070,22647
ERC1967Proxy_0x9ccc.sol,TransparentUpgradeableProxy_0xec53.sol,81.3,22647,35070
TransparentUpgradeableProxy_0x8be3.sol,ERC1967Proxy_0x9ccc.sol,81.3,35070,22647
TransparentUpgradeableProxy_0x0366.sol,ERC1967Proxy_0x9ccc.sol,81.3,35070,22647
TransparentUpgradeableProxy_0xa129.sol,ERC1967Proxy_0x9ccc.sol,81.3,35070,22647
TransparentUpgradeableProxy_0x18cc.sol,ERC1967Proxy_0x9ccc.sol,81.3,35097,22647
ERC1967Proxy_0x9ccc.sol,TransparentUpgradeableProxy_0x3d90.sol,81.28,22647,35060
UUPSProxy_0x031d.sol,TransparentUpgradeableProxy_0xec53.sol,81.26,24331,35070
UUPSProxy_0x031d.sol,TransparentUpgradeableProxy_0x0366.sol,81.26,24331,35070
UUPSProxy_0x031d.sol,TransparentUpgradeableProxy_0xa129.sol,81.26,24331,35070
UUPSProxy_0x031d.sol,TransparentUpgradeableProxy_0x2e51.sol,81.26,24331,35097
UUPSProxy_0x031d.sol,TransparentUpgradeableProxy_0x8be3.sol,81.26,24331,35070
UUPSProxy_0x031d.sol,TransparentUpgradeableProxy_0x18cc.sol,81.26,24331,35097
UUPSProxy_0x031d.sol,TransparentUpgradeableProxy_0x7598.sol,81.26,24331,35070
NexiraToken_0xe387.sol,DSTRXToken_0xb841.sol,81.26,164963,189830
InfinexERC2771Forwarder_0x884d.sol,MUSD_0xdd46.sol,81.21,69615,87500
TransparentUpgradeableProxy_0x3302.sol,TransparentUpgradeableProxy_0xbca3.sol,81.15,36317,44163
ERC1967Proxy_0xadf7.sol,TransparentUpgradeableProxy_0x3302.sol,81.15,44163,36317
TransparentUpgradeableProxy_0x3302.sol,TransparentUpgradeableProxy_0x3328.sol,81.15,36317,44163
TransparentUpgradeableProxy_0x3302.sol,TransparentUpgradeableProxy_0x1a9d.sol,81.15,36317,44163
TransparentUpgradeableProxy_0x3302.sol,TransparentUpgradeableProxy_0x238a.sol,81.15,36317,44163
TransparentUpgradeableProxy_0x3d90.sol,ERC1967Proxy_0x2222.sol,80.99,35060,23429
TransparentUpgradeableProxy_0xa129.sol,ERC1967Proxy_0x2222.sol,80.98,35070,23429
TransparentUpgradeableProxy_0x8be3.sol,ERC1967Proxy_0x2222.sol,80.98,35070,23429
TransparentUpgradeableProxy_0x18cc.sol,ERC1967Proxy_0x2222.sol,80.98,35097,23429
TransparentUpgradeableProxy_0xec53.sol,ERC1967Proxy_0x2222.sol,80.98,35070,23429
TransparentUpgradeableProxy_0x0366.sol,ERC1967Proxy_0x2222.sol,80.98,35070,23429
TransparentUpgradeableProxy_0x7598.sol,ERC1967Proxy_0x2222.sol,80.98,35070,23429
TransparentUpgradeableProxy_0x2e51.sol,ERC1967Proxy_0x2222.sol,80.98,35097,23429
Token_0x21f5.sol,NipponIdolToken_0x8ca3.sol,80.83,14606,21388
BeaconProxy_0x1f5f.sol,EthcoinProxy_0xe957.sol,80.8,23776,22502
BeaconProxy_0x74a0.sol,EthcoinProxy_0xe957.sol,80.8,23776,22502
ERC1967Proxy_0x3ef3.sol,ERC1967Proxy_0x9ccc.sol,80.74,24631,22647
FreaksMutation_0x041e.sol,Succinct_0x6bef.sol,80.65,195718,145962
TransparentUpgradeableProxy_0x02b8.sol,PProxy_0x4c17.sol,80.61,29086,22504
TransparentUpgradeableProxy_0x02b8.sol,EthcoinProxy_0xe957.sol,80.61,29086,22502
UUPSProxy_0x031d.sol,ERC1967Proxy_0x3ef3.sol,80.57,24331,24631
ERC1967Proxy_0x3ef3.sol,ERC1967Proxy_0x2222.sol,80.52,24631,23429
ERC1967Proxy_0x58d9.sol,TransparentUpgradeableProxy_0x3d90.sol,80.51,23725,35060
ERC1967Proxy_0xf4e1.sol,TransparentUpgradeableProxy_0x3d90.sol,80.51,23725,35060
ERC1967Proxy_0x7714.sol,TransparentUpgradeableProxy_0x3d90.sol,80.51,23309,35060
TransparentUpgradeableProxy_0x8be3.sol,ERC1967Proxy_0x7714.sol,80.5,35070,23309
TransparentUpgradeableProxy_0x2e51.sol,ERC1967Proxy_0x7714.sol,80.5,35097,23309
TransparentUpgradeableProxy_0x18cc.sol,ERC1967Proxy_0x7714.sol,80.5,35097,23309
BeaconProxy_0x1f5f.sol,AdminUpgradableProxy_0x81d4.sol,80.5,23776,19096
ERC1967Proxy_0x58d9.sol,TransparentUpgradeableProxy_0xa129.sol,80.5,23725,35070
TransparentUpgradeableProxy_0x7598.sol,ERC1967Proxy_0x7714.sol,80.5,35070,23309
TransparentUpgradeableProxy_0x2e51.sol,ERC1967Proxy_0xf4e1.sol,80.5,35097,23725
BeaconProxy_0x74a0.sol,AdminUpgradableProxy_0x81d4.sol,80.5,23776,19096
ERC1967Proxy_0x58d9.sol,TransparentUpgradeableProxy_0xec53.sol,80.5,23725,35070
TransparentUpgradeableProxy_0x8be3.sol,ERC1967Proxy_0xf4e1.sol,80.5,35070,23725
ERC1967Proxy_0xf4e1.sol,TransparentUpgradeableProxy_0x7598.sol,80.5,23725,35070
ERC1967Proxy_0x58d9.sol,TransparentUpgradeableProxy_0x7598.sol,80.5,23725,35070
ERC1967Proxy_0x58d9.sol,TransparentUpgradeableProxy_0x2e51.sol,80.5,23725,35097
TransparentUpgradeableProxy_0xa129.sol,ERC1967Proxy_0x7714.sol,80.5,35070,23309
TransparentUpgradeableProxy_0xf668.sol,TransparentUpgradeableProxy_0x3d90.sol,80.5,40127,35060
ERC1967Proxy_0x58d9.sol,TransparentUpgradeableProxy_0x0366.sol,80.5,23725,35070
ERC1967Proxy_0xf4e1.sol,TransparentUpgradeableProxy_0xec53.sol,80.5,23725,35070
TransparentUpgradeableProxy_0x0366.sol,ERC1967Proxy_0x7714.sol,80.5,35070,23309
ERC1967Proxy_0xfaf1.sol,TransparentUpgradeableProxy_0x3d90.sol,80.5,40127,35060
ERC1967Proxy_0x58d9.sol,TransparentUpgradeableProxy_0x18cc.sol,80.5,23725,35097
ERC1967Proxy_0x58d9.sol,TransparentUpgradeableProxy_0x8be3.sol,80.5,23725,35070
ERC1967Proxy_0xf4e1.sol,TransparentUpgradeableProxy_0x18cc.sol,80.5,23725,35097
ERC1967Proxy_0x46ea.sol,TransparentUpgradeableProxy_0x3d90.sol,80.5,40127,35060
TransparentUpgradeableProxy_0x0366.sol,ERC1967Proxy_0xf4e1.sol,80.5,35070,23725
ERC1967Proxy_0xf4e1.sol,TransparentUpgradeableProxy_0xa129.sol,80.5,23725,35070
ERC1967Proxy_0x7714.sol,TransparentUpgradeableProxy_0xec53.sol,80.5,23309,35070
BeaconProxy_0x1f5f.sol,PProxy_0x4c17.sol,80.45,23776,22504
ERC1967Proxy_0x46ea.sol,TransparentUpgradeableProxy_0xec53.sol,80.45,40127,35070
TransparentUpgradeableProxy_0x7598.sol,ERC1967Proxy_0xfaf1.sol,80.45,35070,40127
TransparentUpgradeableProxy_0x7598.sol,ERC1967Proxy_0x46ea.sol,80.45,35070,40127
ERC1967Proxy_0xfaf1.sol,TransparentUpgradeableProxy_0xec53.sol,80.45,40127,35070
TransparentUpgradeableProxy_0x18cc.sol,ERC1967Proxy_0xfaf1.sol,80.45,35097,40127
TransparentUpgradeableProxy_0x18cc.sol,ERC1967Proxy_0x46ea.sol,80.45,35097,40127
TransparentUpgradeableProxy_0x18cc.sol,TransparentUpgradeableProxy_0xf668.sol,80.45,35097,40127
TransparentUpgradeableProxy_0xf668.sol,TransparentUpgradeableProxy_0xec53.sol,80.45,40127,35070
TransparentUpgradeableProxy_0x8be3.sol,ERC1967Proxy_0xfaf1.sol,80.45,35070,40127
BeaconProxy_0x74a0.sol,PProxy_0x4c17.sol,80.45,23776,22504
TransparentUpgradeableProxy_0xa129.sol,TransparentUpgradeableProxy_0xf668.sol,80.45,35070,40127
TransparentUpgradeableProxy_0xa129.sol,ERC1967Proxy_0x46ea.sol,80.45,35070,40127
TransparentUpgradeableProxy_0x8be3.sol,ERC1967Proxy_0x46ea.sol,80.45,35070,40127
TransparentUpgradeableProxy_0x8be3.sol,TransparentUpgradeableProxy_0xf668.sol,80.45,35070,40127
TransparentUpgradeableProxy_0xa129.sol,ERC1967Proxy_0xfaf1.sol,80.45,35070,40127
TransparentUpgradeableProxy_0x7598.sol,TransparentUpgradeableProxy_0xf668.sol,80.45,35070,40127
TransparentUpgradeableProxy_0x0366.sol,TransparentUpgradeableProxy_0xf668.sol,80.45,35070,40127
TransparentUpgradeableProxy_0x2e51.sol,ERC1967Proxy_0x46ea.sol,80.45,35097,40127
TransparentUpgradeableProxy_0x0366.sol,ERC1967Proxy_0xfaf1.sol,80.45,35070,40127
